Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'config_usegroups' for component 'block_activity_results' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'config_showworst_locked' for component 'block_activity_results' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'config_showworst' for component 'block_activity_results' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'config_showbest_locked' for component 'block_activity_results' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'config_showbest' for component 'block_activity_results' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'toolpage' for component 'block_accessreview' from 'Not set' to 'errors'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'errordisplay' for component 'block_accessreview' from 'Not set' to 'showint'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'whattoshow' for component 'block_accessreview' from 'Not set' to 'showboth'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_alternatename' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_alternatename' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_alternatename' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_middlename' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_middlename' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_middlename' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastnamephonetic' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lastnamephonetic' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_lastnamephonetic' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstnamephonetic' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_firstnamephonetic' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_firstnamephonetic' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_address' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_address' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_address' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone2' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_phone2' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_phone2' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone1' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_phone1' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_phone1' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_department' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_department' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_department' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_institution' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_institution' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_institution' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_idnumber' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_idnumber' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_idnumber' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_description' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_description' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_description' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lang' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lang' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_lang' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:29","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_country' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_country' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_country' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_city' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_city' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_city' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_email' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_email' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_email' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastname' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lastname' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_lastname' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstname' for component 'auth_shibboleth' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_firstname' for component 'auth_shibboleth' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_firstname' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'changepasswordurl' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'auth_instructions' for component 'auth_shibboleth' from 'Not set' to 'Use the Shibboleth login to get access via Shibboleth, if your institution supports it. Otherwise, use the normal login form shown here.'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'auth_logo' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'login_name' for component 'auth_shibboleth' from 'Not set' to 'Shibboleth Login'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'logout_return_url' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'logout_handler' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'organization_selection' for component 'auth_shibboleth' from 'Not set' to 'urn:mace:organization1:providerID, Example Organization 1           https://another.idp-id.com/shibboleth, Other Example Organization, /Shibboleth.sso/DS/SWITCHaai           urn:mace:organization2:providerID, Example Organization 2, /Shibboleth.sso/WAYF/SWITCHaai'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'alt_login' for component 'auth_shibboleth' from 'Not set' to 'off'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'convert_data' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'user_attribute' for component 'auth_shibboleth' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_alternatename' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_middlename' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastnamephonetic' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstnamephonetic' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_address' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone2' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone1' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_department' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_institution' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_idnumber' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_description' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lang' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_country' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_city' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_email' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastname' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstname' for component 'auth_oauth2' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_alternatename' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_middlename' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastnamephonetic' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstnamephonetic' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_address' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone2' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone1' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_department' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_institution' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_idnumber' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_description' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lang' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_country' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_city' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_email' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastname' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstname' for component 'auth_none' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'rpc_negotiation_timeout' for component 'auth_mnet' from 'Not set' to '30'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_alternatename' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_middlename' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastnamephonetic' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstnamephonetic' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_address' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone2' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_phone1' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_department' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_institution' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_idnumber' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_description' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lang' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_country' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_city' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_email' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastname' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_firstname' for component 'auth_manual' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expiration_warning' for component 'auth_manual' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expirationtime' for component 'auth_manual' from 'Not set' to '30'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expiration' for component 'auth_manual' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_alternatename' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updateremote_alternatename' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_alternatename' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_alternatename' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_middlename' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updateremote_middlename' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_middlename' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_map_middlename' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_lock_lastnamephonetic' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updateremote_lastnamephonetic' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:28","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lastnamephonetic' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
